all_order_id,all_order_type,custLkp,all_datetime,all_store,all_tender_amt,all_card_method,scanandgo_order_id,scanandgo_datetime,scanandgo_store,scanandgo_tender_amt,scanandgo_card_method
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,51bfb5d5-c92e-426b-9c1b-2041a50bdcba,2025-02-11T23:13:56-06:00,5516,65.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,2217567b-7eaa-43c4-bcb1-7d0c9ce66662,2025-02-11T23:16:26-06:00,5516,66.80999755859375,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,111ce612-cdd9-4c72-a635-dcc3dd0e5832,2025-02-11T21:45:53-06:00,5516,18.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,945d2054-b69d-4340-92d3-6b75f0b7bbec,2025-02-11T15:58:06-06:00,5516,115.80000305175781,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,f69efc6b-720e-45f7-a451-181308e7311c,2025-02-11T18:06:43-06:00,5516,130.52999877929688,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,0a198baa-db5e-470f-98aa-a52b73c87950,2025-02-11T18:16:04-06:00,5516,5.599999904632568,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,a40075c3-0354-40c4-b182-26fab45afe19,2025-02-11T19:14:52-06:00,5516,130.52999877929688,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,158bea81-576f-40bf-bafc-f7537183d501,2025-02-11T18:07:53-06:00,5516,65.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,a6ff3fd2-eb71-4a43-9d13-ec245f6d49c3,2025-02-11T18:15:54-06:00,5516,2.0,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,a6ff3fd2-eb71-4a43-9d13-ec245f6d49c3,2025-02-11T18:15:54-06:00,5516,63.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,ecf752d5-22bd-45c2-bad7-61018d7e319e,2025-02-11T18:18:20-06:00,5516,57.310001373291016,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,ecf752d5-22bd-45c2-bad7-61018d7e319e,2025-02-11T18:18:20-06:00,5516,57.310001373291016,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,d2f47722-e9c4-4e02-afa7-8ab9241691ca,2025-02-11T18:19:18-06:00,5516,66.80999755859375,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,5534e7e4-af77-4a2b-9042-6d46d6098dd1,2025-02-11T19:27:12-06:00,5516,1.9199999570846558,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,5534e7e4-af77-4a2b-9042-6d46d6098dd1,2025-02-11T19:27:12-06:00,5516,1.9199999570846558,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,39a778bb-d33f-4e93-965f-54c55bd719b2,2025-02-11T18:07:04-06:00,5516,2.0,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,39a778bb-d33f-4e93-965f-54c55bd719b2,2025-02-11T18:07:04-06:00,5516,2.0,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,39a778bb-d33f-4e93-965f-54c55bd719b2,2025-02-11T18:07:04-06:00,5516,1.9199999570846558,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,39a778bb-d33f-4e93-965f-54c55bd719b2,2025-02-11T18:07:04-06:00,5516,1.9199999570846558,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,3b868d64-aadd-48b1-8f7b-8a56bf9a51eb,2025-02-11T18:10:16-06:00,5516,67.91000366210938,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,ac07cc51-5896-4cbf-9895-987254742944,2025-02-11T18:10:59-06:00,5516,67.91000366210938,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,053cef46-d4ce-4553-b141-077e978bbc85,2025-02-11T18:17:16-06:00,5516,1.1699999570846558,SCAN_AND_GO
